ts,power,current,voltage
2025-07-31T17:11:16.511418,0.0,0.0,234.1
2025-07-31T17:14:27.026079,75.6,0.595,235.4
2025-07-31T17:16:16.505793,75.6,0.595,235.4
2025-07-31T17:19:26.988339,75.6,0.595,235.4
2025-07-31T17:21:16.507062,75.6,0.595,235.4
2025-07-31T17:24:27.141434,75.6,0.595,235.4
2025-07-31T17:26:16.549560,75.6,0.595,235.4
2025-07-31T17:29:26.973630,75.6,0.595,235.4
2025-07-31T17:31:16.572990,75.6,0.595,235.4
2025-07-31T17:34:27.093139,75.6,0.595,235.4
2025-07-31T17:36:16.500808,75.6,0.595,235.4
2025-07-31T17:39:26.946273,75.6,0.595,235.4
2025-07-31T17:41:16.535552,75.6,0.595,235.4
2025-07-31T17:44:26.960339,75.6,0.595,235.4
2025-07-31T17:46:16.508797,75.6,0.595,235.4
2025-07-31T17:49:26.963549,75.6,0.595,235.4
2025-07-31T17:51:16.518484,75.6,0.595,235.4
2025-07-31T17:54:26.985693,75.6,0.595,235.4
2025-07-31T17:56:17.197176,75.6,0.595,235.4
2025-07-31T17:59:26.917660,75.6,0.595,235.4
2025-07-31T18:01:16.553514,75.6,0.595,235.4
2025-07-31T18:04:26.934645,75.6,0.595,235.4
2025-07-31T18:06:16.524231,75.6,0.595,235.4
2025-07-31T18:09:59.597228,75.6,0.595,235.4
2025-07-31T18:14:26.766246,68.2,0.601,238.6
2025-07-31T18:19:26.533255,66.1,0.578,233.6
2025-07-31T18:24:26.626402,66.1,0.578,233.6
2025-07-31T18:29:26.567903,66.1,0.578,233.2
2025-07-31T18:34:26.521828,66.2,0.577,233.2
2025-07-31T18:39:26.517636,66.1,0.576,233.6
2025-07-31T18:44:26.539065,66.2,0.578,234.1
2025-07-31T18:49:26.533702,66.1,0.578,232.3
2025-07-31T18:54:26.554349,66.3,0.578,234.1
2025-07-31T18:59:26.519343,66.4,0.578,233.6
2025-07-31T19:04:26.540996,66.4,0.578,233.6
2025-07-31T19:09:26.501711,66.1,0.577,233.6
2025-07-31T19:14:26.527853,0.0,0.0,233.6
2025-07-31T19:19:26.502745,0.0,0.0,233.6
2025-07-31T19:24:26.519403,0.0,0.0,233.6
2025-07-31T19:29:26.508921,0.0,0.0,233.6
2025-07-31T19:34:26.531303,0.0,0.0,233.6
2025-07-31T19:39:26.519871,0.0,0.0,233.6
2025-07-31T19:44:26.508888,0.0,0.0,233.6
2025-07-31T19:49:26.520083,0.0,0.0,233.6
2025-07-31T19:54:26.527751,0.0,0.0,233.6
2025-07-31T19:59:26.521712,0.0,0.0,233.6
2025-07-31T20:04:26.519130,0.0,0.0,233.6
2025-07-31T20:09:26.522756,0.0,0.0,233.6
